id,name,gender,age,traits,status,interest,feature
7541,Ruby Johnson,male,57,"creative",writer," Fishing reels ,Board games ",Watcher;Critic;Chatter;
7542,Christopher Blevins,male,23,"creative,ambitious,energetic,patient",lawyer," Speaker systems ,Drones ,Guitar ",Explorer;Critic;Chatter;Poster
7543,Zoe Carroll,male,52,"fun-loving,creative,patient,empathetic,optimistic",artist," Headphones ,Fishing reels ,Running shoes ",Watcher;Chatter;Poster
7544,Piper Clay,male,63,"independent,compassionate,caring",actor," Musical instruments ,Makeup ,Antiques ",Watcher;Explorer;Poster
7545,Elijah Diaz,male,24,"compassionate,caring",farmer," Guitar ,Bass guitar ",Critic;Poster
7546,Raymond Cooper,female,44,"independent,creative,patient,empathetic",teacher," Exercise bands ,Board games,Craft supplies ",Watcher;Explorer;Critic
7547,Ian Johnson,female,35,"fun-loving,ambitious,practical,energetic,empathetic",nurse," Yoga mat ,Board games ,Aromatherapy ",Watcher;Explorer;Poster
7548,Vincent Barker,female,20," fun-loving,creative,compassionate",nurse," Indoor games ",Chatter;Poster
7549,George Brooks,male,61,"fun-loving,independent",entrepreneur," Binoculars ,Fishing reels ",Watcher;Explorer;Critic;Poster
7550,Katherine Johnson,female,38,"energetic",photographer," Camping stoves ",Explorer
7551,Simon Gibson,female,58,"compassionate,caring,optimistic",scientist," Binoculars ",Watcher
7552,Michael English,female,62,"independent,patient,empathetic,caring",engineer," Board games ",Critic
7553,Thomas Carroll,male,45,"creative,ambitious,fun-loving,patient",entrepreneur," Binoculars ,Fishing reels ",Watcher;Explorer
7554,Rachel Ewing,female,21,"caring,patient,compassionate",artist," Running shoes ",Explorer
7555,Caleb Garcia,female,39,"independent,compassionate,caring",writer," Outdoor grill ,Non-fiction ",Watcher;Critic
7556,Emily Farmer,male,56,"fun-loving,creative,practical,energetic,caring",actor," Karaoke machine ,Scrapbooks ",Watcher;Explorer
7557,Daniel Bennett,male,35,"fun-loving,independent,compassionate",farmer," Comic books ",Chatter
7558,Liam Gray,male,44,"compassionate,caring",farmer," Guitar,Keyboard ",Explorer;Critic;Chatter;Poster
7559,Brooklyn Coleman,female,56,"good at recommendations, popular, enthusiastic, humorous, and good at live streaming",network anchor,"health, wellness, and food",Watcher;Critic;Chatter;Poster
7560,Abigail Collins,female,37,"fun-loving,creative,energetic,empathetic",actor," Hiking ,DIY projects ,Collecting",Chatter
7561,Mason Carey,female,61,"compassionate,caring,ambitious,optimistic",teacher," Gardening ,Pottery ",Explorer;Poster
7562,Daisy Allen,male,21,"independent,creative,patient,empathetic",farmer," Woodworking ,Baking ",Watcher;Explorer;Poster
7563,Andrew Burns,female,43,"fun-loving,practical,energetic,patient,empathetic",retired," Running ,Yoga ,Mediation",Watcher;Poster
7564,Lauren Fitzpatrick,female,50,"independent,patient,empathetic,ambitious",doctor," Reading ,Cooking ",Critic;Poster
7565,Taylor Olson,male,38,"compassionate,patient,empathetic,optimistic",teacher," Photography ,Fishing ",Explorer;Poster
7566,Owen Forbes,female,59,"compassionate,caring,ambitious,optimistic",retired," Painting ,Bird watching ",Watcher;Chatter
7567,Sarah Byrd,male,57,"independent,ambitious,outgoing",entrepreneur," Wine tasting ,Golf ",Poster
7568,Georgia Barber,female,52,"fun-loving,creative,practical,adventurous,empathetic",photographer," Hiking ,Pottery ,Cooking",Watcher;Explorer;Critic;Chatter;Poster
7569,Tyler Barber,female,42,"independent,creative,adventurous,empathetic",teacher," Scuba diving ,Traveling ",Watcher
7570,Ruby Turner,male,43,"compassionate,caring,ambitious,optimistic",scientist," Puzzles ,Bird watching ",Critic;Chatter
7571,Charlotte Carroll,male,61,"fun-loving,creative,practical,energetic,outgoing",artist," Knitting ,Rock climbing ",Watcher;Explorer
7572,Addison Clay,male,69,"independent,creative,practical,adventurous",photographer," Wine tasting ,Woodworking ",Explorer;Chatter
7573,Jasmine Durham,male,45,"compassionate,caring,ambitious,optimistic",farmer," Gardening ,Fishing ",Watcher;Explorer;Poster
7574,Kaitlyn Eaton,male,55,"independent,practical,adventurous,empathetic",teacher," Dancing ,Cooking ",Watcher;Critic;Poster
7575,Kevin Roberts,male,52,"independent,adventurous,patient,optimistic",farmer," Camping ,Hunting ",Explorer;Chatter;Poster
7576,Patrick Bell,female,43,"fun-loving,creative,practical,energetic,patient",artist," Pottery ,Photography ",Watcher;Poster
7577,Noah Cook,male,63,"compassionate,adventurous,patient,empathetic",scientist," Bird watching ,Bowling ",Watcher;Poster
7578,Zachary Powell,female,61,"fun-loving,creative,adventurous,patient,empathetic",scientist," Surfing ,Baking ",Watcher;Critic
7579,Jade Roberts,female,33,"compassionate,caring,ambitious,optimistic",writer," Hiking ,Scrapbooking ",Watcher;Poster
7580,Isabella Brady,male,26,"empathetic,passionate,practical,Fun-loving",writer," gaming ,Astronomy ,Writing instruments ",Watcher;Chatter;Poster
7581,Mason Donahue,female,36,"confident,fun-loving,compassionate,organized,ambitious",doctor," Swimming ,Virtual reality headsets ,Wildlife Photography ",Watcher;Explorer;Critic
7582,Finnegan Carlson,male,37,"adventurous,compassionate,independent,creative,practical",farmer," Drawing ,Bird watching ,Digital cameras ",Explorer;Critic;Poster
7583,Ian Charles,female,39,"patient,empathetic,adventurous,energetic",farmer," Bicycling ,Binoculars ",Chatter
7584,Zachary Conner,male,22,"generous,compassionate,ambitious,confident,energetic",farmer," Puzzles ,Cooking ,Soil thermometers ",Watcher;Explorer
7585,Taylor Dean,male,64,"intelligent,confident,ambitious,adventurous,energetic",entrepreneur," Golf ,Bonsai trees ",Poster
7586,Wesley Johnson,male,50,"patient,ambitious,empathetic,compassionate",entrepreneur," Gardening ,Dollhouses ",Watcher;Poster
7587,Sarah Brown,female,36,"fun-loving,compassionate,organized,energetic",musician," Pottery ,Musical instruments ",Watcher
7588,Emma Dalton,male,25,"compassionate,caring,adventurous,energetic,independent",writer," Quizzes ,Memoirs ",Critic;Poster
7589,Wesley Charles,female,37,"patient,adventurous,compassionate,fun-loving,ambitious",photographer," Pottery ,Printing calculators ,Garage door openers",Watcher;Chatter;Poster
7590,Robert Fitzpatrick,male,40,"optimistic,adventurous,independent,compassionate,patient",photographer," Charcoal drawing ,Hiking boots ",Explorer;Critic
7591,Theodore Berg,female,49,"fun-loving,adventurous,compassionate,practical",nurse," Planting trees ,Rock tumbling ",Watcher;Explorer;Critic
7592,Hunter Turner,female,52,"fun-loving,adventurous,energetic,compassionate,organized",teacher," Classroom supplies ,Scrapbooking ,Competitions involving horses ",Watcher;Explorer;Poster
7593,Faith Chase,female,38,"fun-loving,adventurous,compassionate,organized,energetic",writer," Personal fitness training ,Virtual drum machines ,YouTubing ",Watcher;Explorer;Chatter;Poster
7594,Owen Dawson,female,53,"compassionate,caring,patient,fun-loving",retired," Sewing machines ,Mathematics ,Coin collecting ",Chatter
7595,Peter Lewis,female,46,"ambitious,practical,adventurous,confident,independent",doctor," Team sports ,Electronics ,Air purifiers",Watcher;Critic;Chatter
7596,Sarah Deleon,male,51,"compassionate,independent,organized",doctor," Exercise equipment ,Drones ,Board bames ",Watcher;Explorer;Critic
7597,Vincent Albert,male,69,"energetic,compassionate,organized,confident",doctor," Antiques ,Meteorology ",Watcher;Critic
7598,Grace Morgan,female,46,"caring,practical,confident,independent,patient",actor," Driving ,Virtual gardens ",Watcher;Critic;Poster
7599,Oliver Gonzalez,male,47,"adventurous,independent,compassionate,caring,practical",photographer," Robotics ,Videogames",Watcher;Poster
7600,Hunter Byrd,male,52,"creative,energetic,patient,empathetic",lawyer," Kids ,Graphic novels ",Poster
7601,Fiona Lee,male,31,"fun-loving,practical,patient,empathetic",musician," Camping Stoves ,Crafts ",Explorer
7602,Andrew Cox,male,41,"fun-loving,energetic,practical,patient,empathetic",entrepreneur," Books ,Dog training ",Watcher;Explorer
7603,Mason Dean,female,30,"practical,creative,intuitive,patient",writer," Painting ,Archery ",Explorer;Critic;Poster
7604,Harper Evans,male,44,"fun-loving,creative,practical,patient,empathetic,ambitious",entrepreneur," DIY Electronics ,Fitness ",Watcher;Chatter
7605,Daniel Donahue,male,59,"caring,compassionate,patient",entrepreneur," Camping ,Reptile keeping ",Critic
7606,Lucy Carroll,female,49,"fun-loving,energetic,practical,patient,empathetic,compassionate,caring,ambitious,optimistic",farmer," Beekeeping ,Quilting ",Watcher;Explorer;Critic
7607,Matthew Ferguson,female,38,"fun-loving,creative,practical,energetic,patient,empathetic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances ",Watcher;Explorer
7608,Raymond Smith,male,34,"fun-loving,energetic,practical,patient,empathetic",engineer," Keyboards ,Non-fiction ",Watcher;Explorer;Poster
7609,Elizabeth Darling,female,42,"fun-loving,creative,intuitive,practical,energetic,patient,empathetic,compassionate",engineer," BBQ skills ,Mystery fiction ",Poster
7610,Grace Friedman,male,48,"practical,energetic,patient",teacher," Board games ,Drawing ",Watcher;Poster
7611,Sarah English,female,39,"fun-loving,compassionate,optimistic",doctor," Roller coasters ,Fishing ",Critic;Poster
7612,Christopher Powell,female,45,"compassionate,caring,ambitious,optimistic",scientist," Calligraphy ,Soap making ",Poster
7613,Lucy Conley,female,66,"compassionate,caring,ambitious",farmer," Candle making ,Knitting ",Watcher;Explorer;Chatter;Poster
7614,Tyler Richardson,female,52,"fun-loving,patient,empathetic,compassionate",actor," Pottery ,Hiking ",Watcher;Explorer
7615,Piper Burns,female,68,"caring,ambitious,optimistic",musician," Casino gambling ",Watcher;Explorer
7616,Kaitlyn Baldwin,female,41,"fun-loving,practical,energetic,patient,empathetic,compassionate",entrepreneur," Stocks ,Furniture restoration ",Watcher
7617,Noah Olson,female,40,"compassionate,caring,ambitious,optimistic",nurse," Leatherworking,Leather carving ",Watcher
7618,Blake Chase,female,49,"fun-loving,energetic,intuitive,patient,empathetic,compassionate",entrepreneur," Robotics ,Playing musical instruments ",Watcher;Explorer;Critic
7619,Ryan Turner,female,26,"caring,compassionate,ambitious,optimistic",scientist," Skateboarding ,Urban exploration ",Watcher;Chatter
7620,Xavier Baldwin,female,38,"caring,practical",artist," Hiking ,Soap making ,Card games ",Explorer;Critic;Poster
7621,Sadie Coleman,female,42,"compassionate,ambitious",engineer," DIY crafts ",Poster
7622,Kaitlyn Turner,male,37,"fun-loving,adventurous,creative",entrepreneur," Mountain biking ,Gardening ",Explorer;Critic
7623,Hunter Blair,male,51,"active,patient,compassionate",entrepreneur," Woodworking ,Barbecuing ",Watcher
7624,Wesley Powell,female,57,"creative,practical,compassionate,fun-loving",artist," Cooking ,Knitting ,Pottery ",Watcher;Explorer;Critic
7625,Jacob Morgan,male,55,"caring,patient,ambitious,compassionate",teacher," Hiking shoes ,Comics ",Watcher;Chatter
7626,Robert Kennedy,female,47,"confident,ambitious,independent,patient,caring",musician," Yoga equipment ,Selecting wines ",Watcher;Critic;Poster
7627,Katherine Collins,male,24,"adventurous,compassionate,empathetic",engineer," Digital photography ,Virtual Reality Tech ",Critic;Chatter
7628,Benjamin Lawson,female,34,"creative,adventurous,ambitious",writer," Video games ,Handheld GPS units ",Explorer
7629,Grayson Harris,male,53,"compassionate,adventurous,active",nurse," Paint ball gear ,Travel accessories ",Explorer;Critic
7630,Natalie Cooper,female,55,"caring,adventurous,compassionate",farmer," Hiking ,Beach volleyball ",Explorer;Critic;Poster
7631,Zoe Brown,male,62,"wise,compassionate,empathetic",farmer," Outdoor games ,Hiking ",Watcher;Explorer;Critic;Chatter
7632,Julia Walker,female,43,"caring,practical",scientist," Jewelry making ,Telescope accessories ",Chatter;Poster
7633,Lucas Cody,male,48,"creative,adventurous,empathetic,ambitious",engineer," Backpacking gear ,Disc golf gear ",Watcher;Explorer;Critic
7634,Olivia Collins,female,56,"active,patient,adventurous",teacher," Pool games ,Home brewing equipment ",Watcher;Chatter
7635,Evan Clark,male,44,"fun-loving,practical",writer," Novelty lighting ,Indie music CDs ",Watcher;Poster
7636,Ryan Richardson,female,42,"active,adventurous,creative,compassionate",artist," Floristry equipment ,Cake-making equipment ",Explorer;Chatter
7637,Jade Clark,male,42,"patient,adventurous,caring",photographer," Hiking ,BBQ accessories ",Watcher;Critic
7638,Mason Edwards,female,43,"wise,caring,compassionate,ambitious",retired," Travel luggage ,Board games ",Watcher;Critic
7639,Harper Buck,female,55,"compassionate,adventurous,active,patient",writer," Candles ,Scrapbooking ",Watcher
7640,Georgia Diaz,male,23,"intuitive,optimistic,practical,considerate",scientist," painting ,Pottery ",Watcher;Chatter
7641,Daniel Brown,female,33,"fun-loving,energetic,patient",student," Surfing ,Bowling ",Watcher
7642,Matthew Fitzpatrick,male,58,"creative,flexible,compassionate,ambitious",actor," Sculpting ,Model building ",Watcher;Poster
7643,Owen Evans,male,60,"caring,organized,patient,generous,adventurous",lawyer," Hunting ,Photography ,Antiques ",Watcher;Explorer
7644,Liam Gibson,male,55,"patient,empathetic,independent,determined",entrepreneur," Herbalism ,Gardening ,Camping ",Explorer;Critic;Poster
7645,Hunter Edwards,male,49,"patient,kind,energetic",teacher," Leather crafting ,Community service ",Critic;Chatter
7646,Faith Campbell,male,49,"creative,empathetic,ambitious",musician," DIY projects ,Calligraphy ,Wood carving ",Watcher;Poster
7647,Olivia Brooks,female,42,"compassionate,caring,adventurous,ambitious,patient",retired," Yoga ,Painting ,Astronomy ",Critic;Chatter
7648,Avery Morgan,male,30,"fun-loving,creative,practical,patient",farmer," Fishing ,Pottery ,Leatherworking ",Watcher
7649,Christopher Brooks,female,45,"intuitive,caring,fun-loving,patient,optimistic",lawyer," Cooking ,Gardening ,Jewelry making ",Watcher
7650,Nora Donaldson,male,46,"practical,organized,ambitious,generous",lawyer," Brewing ,Astrology ,Candle making ",Critic;Chatter
7651,Delilah Blair,female,21,"flexible,ambitious,generous,energetic",student," Dance ,Martial arts ,Skateboarding ",Watcher;Critic;Chatter;Poster
7652,Xavier Mitchell,female,67,"compassionate,adventurous,ambitious,artistic,patient",musician," Baking ,Calligraphy ,Digital art ",Watcher;Critic;Poster
7653,Kevin Burks,female,56,"creative,empathetic,practical,ambitious,energetic",doctor," Woodworking ,Pottery ,Quilting ",Watcher;Chatter
7654,Fiona Forbes,male,32,"intuitive,kind,energetic,ambitious,patient",actor," Brewing ,Woodworking ,Rock collecting ",Explorer;Critic;Chatter;Poster
7655,Abigail Donaldson,male,39,"adventurous,patient,compassionate,practical",teacher," Biking ,Jewelry making ,Bowling ",Watcher;Poster
7656,Simon Walker,male,36,"intuitive,creative,patient,optimistic",entrepreneur," Origami ,Soap making ,Genealogy ",Explorer;Poster
7657,Oliver Blevins,female,50,"compassionate,caring,adventurous,ambitious,patient",musician," Scrapbooking ,Cosplay ,Bird watching ",Watcher
7658,Hazel Brady,female,39,"flexible,artistic,energetic,compassionate",artist," Pottery ,Glassblowing ,Bookbinding ",Critic;Chatter
7659,Kaitlyn Farmer,male,23,"intuitive,empathetic,independent,ambitious",lawyer," Beer brewing ,Woodworking ,Beekeeping ",Poster
7660,Finnegan Clarke,male,23,"caring,compassionate,ambitious,optimistic",photographer," Communication ,Outdoor ,Seat covers ,Kitchen Appliances ",Watcher;Explorer;Chatter;Poster
7661,Amelia Alexander,female,44,"compassionate,caring,ambitious,optimistic",farmer," Kids ,Animals ,Tarot cards ",Watcher;Explorer;Chatter;Poster
7662,Ian Donaldson,female,43,"compassionate,caring,ambitious,optimistic",engineer," Robotics ,Science kits ",Explorer;Chatter
7663,Tyler Garcia,female,51," caring,compassionate,patient,ambitious,optimistic ",engineer,"  Pottery ,Crossword puzzles  ",Watcher;Chatter;Poster
7664,Christopher Morgan,male,45,"compassionate,caring,ambitious,optimistic",teacher," Board games ",Watcher;Poster
